,title,author,isbn,cover_price,page_count,book_type,book_format,publication_date,publisher,cover_image
156,Transition,Iain M. Banks,9780316071987,$25.99,404,NOVEL,hc,2009-09-00,Orbit (US),http://www.isfdb.org/wiki/images/6/6f/TRNSTNSWPH2009.jpg
157,The Drowning City: The Necromancer Chronicles Book One,Amanda Downum,9780316069045,$7.99,370,NOVEL,pb,2009-09-00,Orbit (US),http://ecx.images-amazon.com/images/I/512ZLTTkSXL.jpg
158,The Electric Church,Jeff Somers,9780316053938,$7.99,390,NOVEL,pb,2009-09-00,Orbit (US),http://ecx.images-amazon.com/images/I/51QPPJKhe3L.jpg
159,Biting the Bullet,Jennifer Rardin,9780316043564,$7.99,400,NOVEL,pb,2009-09-00,Orbit (US),http://ecx.images-amazon.com/images/I/51jsytcDDKL.jpg
160,The Drowning City: The Necromancer Chronicles Book One,Amanda Downum,9780316078283,$7.99,,NOVEL,ebook,2009-09-01,Orbit (US),http://covers.openlibrary.org/b/id/6376258-L.jpg
161,Soulless,Gail Carriger,9780316071659,$6.99,,NOVEL,ebook,2009-09-04,Orbit (US),http://ecx.images-amazon.com/images/I/51-qDoNrqUL.jpg
162,Transition,Iain M. Banks,9780316075961,$9.99,,NOVEL,ebook,2009-09-05,Orbit (US),http://ecx.images-amazon.com/images/I/41qpg0vRtTL.jpg
163,The Neutronium Alchemist,Peter F. Hamilton,9780316086561,$9.99,,NOVEL,ebook,2009-09-05,Orbit (US),http://ecx.images-amazon.com/images/I/41xcf-O-Y2L.jpg
164,The Company,K. J. Parker,9780316038522,$14.99,432,NOVEL,tp,2009-09-24,Orbit (US),http://ecx.images-amazon.com/images/I/51WYMB2aYZL.jpg
165,Dark Is the Moon,Ian Irvine,9780446565783,$4.99,,NOVEL,ebook,2009-09-26,Orbit (US),http://ecx.images-amazon.com/images/I/61DPs4HWciL.jpg
166,A Shadow on the Glass,Ian Irvine,9780446567596,$2.99,,NOVEL,ebook,2009-09-26,Orbit (US),http://ecx.images-amazon.com/images/I/61gfyYL5d-L.jpg
167,Red Claw,Philip Palmer,9780316032902,$8.99,,NOVEL,ebook,2009-09-30,Orbit (US),http://ecx.images-amazon.com/images/I/51Nekv5R7zL.jpg
168,Soulless,Gail Carriger,9780316056632,$7.99,373,NOVEL,pb,2009-10-01,Orbit (US),http://www.isfdb.org/wiki/images/9/9b/SLLSSBMRHP2009.jpg
169,The Night Angel Trilogy,Brent Weeks,9780316085144,$27.00,2064,OMNIBUS,pb,2009-10-01,Orbit (US),http://ecx.images-amazon.com/images/I/51wX3Cvs-YL.jpg
170,Orcs: Army of Shadows,Stan Nicholls,9780316072403,$9.99,,NOVEL,ebook,2009-10-06,Orbit (US),http://ecx.images-amazon.com/images/I/51zG6InBNLL.jpg
171,Bite Marks,Jennifer Rardin,9780316071697,$9.99,,NOVEL,ebook,2009-10-14,Orbit (US),http://ecx.images-amazon.com/images/I/51wTd8BvSRL.jpg
172,The Dwarves,Markus Heitz,9780316088602,$9.99,,NOVEL,ebook,2009-10-14,Orbit (US),http://ecx.images-amazon.com/images/I/51MaOLGwMzL.jpg
173,Tempest Rising,Nicole Peeler,9780316076036,$6.99,,NOVEL,ebook,2009-10-14,Orbit (US),http://ecx.images-amazon.com/images/I/51l7GaJCF9L.jpg
174,Army of Shadows,Stan Nicholls,9780316033688,$14.99,320,NOVEL,tp,2009-10-21,Orbit (US),http://ecx.images-amazon.com/images/I/51Nbi2YHGDL.jpg
175,Full Circle,Pamela Freeman,9780316071949,$8.99,,NOVEL,ebook,2009-10-23,Orbit (US),http://ecx.images-amazon.com/images/I/51FzhjVh6kL.jpg
176,The Sad Tale of the Brothers Grossbart,Jesse Bullington,9780316071925,$9.99,,NOVEL,ebook,2009-10-27,Orbit (US),http://ecx.images-amazon.com/images/I/61%2BgRI-BFiL.jpg
177,Bite Marks,Jennifer Rardin,9780316043823,£9.99,336,NOVEL,tp,2010-04-00,Orbit,http://ecx.images-amazon.com/images/I/51LmlTpgtCL.jpg
178,Tempest Rising,Nicole Peeler,9780316056588,$7.99,359,NOVEL,pb,2009-11-00,Orbit (US),http://ecx.images-amazon.com/images/I/518GTCv9UfL.jpg
179,Red Claw,Philip Palmer,9780316018937,$12.99,464,NOVEL,tp,2009-11-00,Orbit (US),http://ecx.images-amazon.com/images/I/51qYtbSSkFL.jpg
180,Flesh Circus,Lilith Saintcrow,9780316072243,$4.99,,NOVEL,ebook,2009-11-10,Orbit (US),http://ecx.images-amazon.com/images/I/51QCanaLOML.jpg
181,Consider Phlebas,Iain M. Banks,9780316095839,$9.99,,NOVEL,ebook,2009-11-11,Orbit (US),http://ecx.images-amazon.com/images/I/518QAQiK0SL.jpg
182,Full Circle,Pamela Freeman,9780316035620,$12.99,400,NOVEL,tp,2009-11-12,Orbit (US),http://ecx.images-amazon.com/images/I/512aoPQ3HdL.jpg
183,Beyond the Wall of Time,Russell Kirkpatrick,9780316052832,$6.99,,NOVEL,ebook,2009-11-12,Orbit (US),http://ecx.images-amazon.com/images/I/51mWp28SFiL.jpg
184,The Sad Tale of the Brothers Grossbart,Jesse Bullington,9780316049344,$14.99,435,NOVEL,tp,2009-11-16,Orbit (US),http://ecx.images-amazon.com/images/I/61XB0OEuEnL.jpg
185,Flesh Circus,Lilith Saintcrow,9780316035453,$7.99,322,NOVEL,pb,2009-12-00,Orbit (US),http://www.isfdb.org/wiki/images/8/82/FLSHCRCSZQ2009.jpg
186,Beyond the Wall of Time,Russell Kirkpatrick,9780316007177,$7.99,682,NOVEL,pb,2009-12-00,Orbit (US),http://ecx.images-amazon.com/images/I/51LF2IV2yoL.jpg
187,Black Ships,Jo Graham,9780316067997,$7.99,455,NOVEL,pb,2009-12-01,Orbit (US),http://ecx.images-amazon.com/images/I/51V2sdwBLSL.jpg
188,The Digital Plague,Jeff Somers,9780316053945,$7.99,390,NOVEL,pb,2009-12-01,Orbit (US),http://ecx.images-amazon.com/images/I/51UBa2AOu3L.jpg
189,The Player of Games,Iain M. Banks,9780316095860,$9.99,,NOVEL,ebook,2009-12-01,Orbit (US),http://ecx.images-amazon.com/images/I/51xmnNnXhfL.jpg
190,Mr. Shivers,Robert Jackson Bennett,9780316071376,$6.99,,NOVEL,ebook,2009-12-02,Orbit (US),http://ecx.images-amazon.com/images/I/51ErlnFjDNL.jpg
191,The Hundred Thousand Kingdoms,N. K. Jemisin,9780316075978,$6.99,,NOVEL,ebook,2009-12-02,Orbit (US),http://ecx.images-amazon.com/images/I/51vle-qLYeL.jpg
192,Fallen Dragon,Peter F. Hamilton,9780316021838,$14.99,818,NOVEL,tp,2009-12-14,Orbit (US),http://ecx.images-amazon.com/images/I/510vdyx5XpL.jpg
193,Lord of the Changing Winds,Rachel Neumeier,9780316072786,$7.99,367,NOVEL,pb,2010-05-00,Orbit (US),http://ecx.images-amazon.com/images/I/51t2sgSEpqL.jpg
194,This Is Not a Game,Walter Jon Williams,9780316003162,$7.99,483,NOVEL,pb,2010-01-00,Orbit (US),http://www.isfdb.org/wiki/images/d/d7/THSSNTGMMM2010.jpg
195,Mr. Shivers,Robert Jackson Bennett,9780316054683,$19.99,336,NOVEL,hc,2010-01-00,Orbit (US),http://ecx.images-amazon.com/images/I/51NWzyOQicL.jpg
196,Hand of Isis,Jo Graham,9780316068017,$7.99,656,NOVEL,pb,2010-01-01,Orbit (US),http://ecx.images-amazon.com/images/I/51au-3xj5BL.jpg
197,Fall of Thanes,Brian Ruckley,9780316068086,$7.99,592,NOVEL,pb,2010-02-00,Orbit (US),http://ecx.images-amazon.com/images/I/51Saq%2B3p1zL.jpg
198,A Madness of Angels,Kate Griffin,9780316068598,$7.99,632,NOVEL,pb,2010-02-00,Orbit (US),http://ecx.images-amazon.com/images/I/51EQsNZwj4L.jpg
199,The Folding Knife,K. J. Parker,9780316038447,$14.99,442,NOVEL,tp,2010-02-00,Orbit (US),http://ecx.images-amazon.com/images/I/51XsjBt4s%2BL.jpg
200,Monster,A. Lee Martinez,9780316049917,$7.99,352,NOVEL,pb,2010-02-01,Orbit (US),http://ecx.images-amazon.com/images/I/51u967q-tFL.jpg
201,The Folding Knife,K. J. Parker,9780316072106,$9.99,,NOVEL,ebook,2010-02-10,Orbit (US),http://ecx.images-amazon.com/images/I/51AieZ67JgL.jpg
202,The Last Stormlord,Glenda Larke,9780316075909,$6.99,,NOVEL,ebook,2010-02-16,Orbit (US),http://ecx.images-amazon.com/images/I/51Y-RHTCnVL.jpg
203,The Hundred Thousand Kingdoms,N. K. Jemisin,9780316043915,$13.99,427,NOVEL,tp,2010-02-25,Orbit (US),http://ecx.images-amazon.com/images/I/51LcM594U6L.jpg
204,"The Midnight Mayor: or, the Inauguration of Matthew Swift",Kate Griffin,9780316041232,$19.99,467,NOVEL,hc,2010-03-00,Orbit (US),http://ecx.images-amazon.com/images/I/510nrlFF93L.jpg
205,The War of the Dwarves,Markus Heitz,9780316049368,$17.00,748,NOVEL,tp,2010-03-00,Orbit (US),https://images-na.ssl-images-amazon.com/images/I/81a1B3DAHwL.jpg
206,The Last Stormlord,Glenda Larke,9780316069151,$7.99,674,NOVEL,pb,2010-03-01,Orbit (US),http://ecx.images-amazon.com/images/I/519dk%2BUHwJL.jpg
207,Divine Misfortune,A. Lee Martinez,9780316072168,$6.99,,NOVEL,ebook,2010-03-02,Orbit (US),http://ecx.images-amazon.com/images/I/51BP9J2OWSL.jpg
208,The War of the Dwarves,Markus Heitz,9780316097598,$9.99,,NOVEL,ebook,2010-03-04,Orbit (US),http://ecx.images-amazon.com/images/I/51DV1Kg7S1L.jpg
209,"The Midnight Mayor: or, the Inauguration of Matthew Swift",Kate Griffin,9780316072342,$6.99,,NOVEL,ebook,2010-03-08,Orbit (US),http://ecx.images-amazon.com/images/I/51LmPxqRG8L.jpg
210,Divine Misfortune,A. Lee Martinez,9780316041270,$19.99,320,NOVEL,hc,2010-03-26,Orbit (US),http://ecx.images-amazon.com/images/I/41slz9PDmlL.jpg
211,The Gaslight Dogs,Karin Lowachee,9780316021791,$7.99,368,NOVEL,unknown,2010-03-30,Orbit (US),http://ecx.images-amazon.com/images/I/51ZI17g724L.jpg
212,The Mage in Black,Jaye Wells,9780316037808,$7.99,352,NOVEL,pb,2010-03-30,Orbit (US),http://ecx.images-amazon.com/images/I/51T%2BDa6elBL.jpg
213,The Magician's Apprentice,Trudi Canavan,9780316037877,$7.99,800,NOVEL,pb,2010-04-00,Orbit (US),http://ecx.images-amazon.com/images/I/51WsGDOCF2L.jpg
214,The Mage in Black,Jaye Wells,9780316071246,$6.99,,NOVEL,ebook,2010-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/51XoRb1JleL.jpg
215,The Gaslight Dogs,Karin Lowachee,9780316088473,$6.99,,NOVEL,ebook,2010-04-01,Orbit (US),http://ecx.images-amazon.com/images/I/514Yg9GDq3L.jpg
216,Changeless,Gail Carriger,9780316088039,$6.99,,NOVEL,ebook,2010-04-02,Orbit (US),http://ecx.images-amazon.com/images/I/51GMmfp3ECL.jpg
217,The Poison Throne,Celine Kiernan,9780316087841,$9.99,,NOVEL,ebook,2010-04-02,Orbit (US),http://ecx.images-amazon.com/images/I/5111ETMCGrL.jpg
218,The Poison Throne,Celine Kiernan,9780316077064,$14.99,496,NOVEL,tp,2010-04-07,Orbit (US),http://ecx.images-amazon.com/images/I/51dO9qd2JlL.jpg
219,Lord of the Changing Winds,Rachel Neumeier,9780316088855,$6.99,,NOVEL,ebook,2010-04-09,Orbit (US),http://ecx.images-amazon.com/images/I/51z08EXbzJL.jpg
220,Feed,Mira Grant,9780316122467,$7.99,,NOVEL,ebook,2010-04-10,Orbit (US),http://ecx.images-amazon.com/images/I/51fsO16zUNL.jpg
221,The Ambassador's Mission,Trudi Canavan,9780316089258,$6.99,,NOVEL,ebook,2010-04-29,Orbit (US),http://ecx.images-amazon.com/images/I/51IQ-4kw%2BeL.jpg
222,Changeless,Gail Carriger,9780316074148,$7.99,388,NOVEL,pb,2010-04-30,Orbit (US),http://www.isfdb.org/wiki/images/a/a0/CHNGLSSPTJ2010.jpg
223,Lord of the Changing Winds,Rachel Neumeier,9780316072786,$7.99,367,NOVEL,pb,2010-05-00,Orbit (US),http://ecx.images-amazon.com/images/I/51t2sgSEpqL.jpg
224,Feed,Mira Grant,9780316081054,$9.99,571,NOVEL,pb,2010-05-00,Orbit (US),http://ecx.images-amazon.com/images/I/51XDEf1YYaL.jpg
225,The Edge of the World,Kevin J. Anderson,9780316004190,$7.99,661,NOVEL,pb,2010-05-00,Orbit (US),http://www.isfdb.org/wiki/images/1/19/THDGFTHWRL2010.jpg
226,Shadowrise,Tad Williams,9781841492957,,592,NOVEL,tp,2010-05-06,Orbit (US),http://ecx.images-amazon.com/images/I/41CJHTfNobL.jpg
227,Stealing Fire,Jo Graham,9780316071253,$9.99,,NOVEL,ebook,2010-05-07,Orbit (US),http://ecx.images-amazon.com/images/I/51B1H4tDjcL.jpg
228,Land of the Burning Sands,Rachel Neumeier,9780316088879,$6.99,,NOVEL,ebook,2010-05-14,Orbit (US),http://ecx.images-amazon.com/images/I/51VauZsrGUL.jpg
229,The Ambassador's Mission,Trudi Canavan,9780316037839,$25.99,513,NOVEL,hc,2010-05-18,Orbit (US),http://ecx.images-amazon.com/images/I/519Co9EVBNL.jpg
230,Stealing Fire,Jo Graham,9780316076395,$14.99,306,NOVEL,tp,2010-05-25,Orbit (US),http://ecx.images-amazon.com/images/I/512-GYWwacL.jpg
231,Blonde Bombshell,Tom Holt,9780316126960,$9.99,,NOVEL,ebook,2010-05-28,Orbit (US),http://ecx.images-amazon.com/images/I/51bhZ3LwcQL.jpg
232,Land of the Burning Sands,Rachel Neumeier,9780316072793,$7.99,453,NOVEL,pb,2010-06-00,Orbit (US),http://ecx.images-amazon.com/images/I/51FuyfwgYCL.jpg
233,The Map of All Things,Kevin J. Anderson,9780316004213,$14.99,xix+591,NOVEL,tp,2010-06-00,Orbit (US),http://ecx.images-amazon.com/images/I/51OYlqrmACL.jpg
234,Blonde Bombshell,Tom Holt,9780316086998,$13.99,378,NOVEL,tp,2010-06-00,Orbit (US),http://ecx.images-amazon.com/images/I/51O2FFHuPmL.jpg
235,The Map of All Things,Kevin J. Anderson,9780316088510,$6.99,,NOVEL,ebook,2010-06-00,Orbit (US),http://ecx.images-amazon.com/images/I/51eCi9b-tNL.jpg
236,Best Served Cold,Joe Abercrombie,9780316044950,$7.99,880,NOVEL,pb,2010-06-01,Orbit (US),http://ecx.images-amazon.com/images/I/510tAelXkBL.jpg
237,The Prodigal Mage,Karen Miller,9780316076401,$7.99,648,NOVEL,pb,2010-06-01,Orbit (US),http://ecx.images-amazon.com/images/I/51ZE6us7r4L.jpg
238,Tracking the Tempest,Nicole Peeler,9780316076012,$6.99,,NOVEL,ebook,2010-06-16,Orbit (US),http://ecx.images-amazon.com/images/I/519Y6ztMSXL.jpg
239,Wizard Squared,K. E. Mills,9780316052917,$6.99,,NOVEL,ebook,2010-06-16,Orbit (US),http://ecx.images-amazon.com/images/I/518Vg4OBzUL.jpg
240,The Crowded Shadows,Celine Kiernan,9780316087704,$9.99,,NOVEL,ebook,2010-06-17,Orbit (US),http://ecx.images-amazon.com/images/I/51D-LeOxbML.jpg
241,Tracking the Tempest,Nicole Peeler,9780316056571,$7.99,358,NOVEL,pb,2010-07-00,Orbit (US),http://ecx.images-amazon.com/images/I/517tI-nrvzL.jpg
242,Wizard Squared,K. E. Mills,9780316035439,$7.99,529,NOVEL,pb,2010-07-01,Orbit (US),http://ecx.images-amazon.com/images/I/51tgPHerUlL.jpg
243,The Eternal Prison,Jeff Somers,9780316075602,$7.99,450,NOVEL,pb,2010-07-01,Orbit (US),http://ecx.images-amazon.com/images/I/51Mrc3h1FNL.jpg
244,The Crowded Shadows,Celine Kiernan,9780316077088,$14.99,502,NOVEL,tp,2010-07-01,Orbit (US),http://ecx.images-amazon.com/images/I/51eqa7uIVaL.jpg
245,The Reluctant Mage,Karen Miller,9780316088466,$6.99,,NOVEL,ebook,2010-07-08,Orbit (US),http://ecx.images-amazon.com/images/I/51PQNLyRRjL.jpg
246,The Unit,Terry DeHart,9780316077408,$13.99,307,NOVEL,tp,2010-07-14,Orbit (US),http://ecx.images-amazon.com/images/I/51HpLSH-MFL.jpg
247,Death Most Definite,Trent Jamieson,9780316085427,$6.99,,NOVEL,ebook,2010-07-17,Orbit (US),http://ecx.images-amazon.com/images/I/51e8m3KQzmL.jpg
248,The Reluctant Mage,Karen Miller,9780316029216,$25.99,532,NOVEL,hc,2010-07-28,Orbit (US),http://ecx.images-amazon.com/images/I/51l4BxpHNTL.jpg
249,The Unit,Terry DeHart,9780316176811,$9.99,,NOVEL,ebook,2010-07-28,Orbit (US),http://ecx.images-amazon.com/images/I/51FQY1AwrdL.jpg
250,The Black Prism,Brent Weeks,9780316075558,$25.99,629,NOVEL,hc,2010-08-00,Orbit (US),http://ecx.images-amazon.com/images/I/51K3BnBah4L.jpg
251,Stormlord Rising,Glenda Larke,9780316069144,$7.99,691,NOVEL,pb,2010-08-00,Orbit (US),http://www.isfdb.org/wiki/images/e/e7/STRMLRDRSN2010.jpg
252,Stormlord Rising,Glenda Larke,9780316075916,$6.99,,NOVEL,ebook,2010-08-00,Orbit (US),http://ecx.images-amazon.com/images/I/51sAiLM9TGL.jpg
253,The Terminal State,Jeff Somers,9780316069823,$7.99,353,NOVEL,pb,2010-08-01,Orbit (US),http://ecx.images-amazon.com/images/I/51y-poTYYYL.jpg
254,Death Most Definite,Trent Jamieson,9780316078009,$7.99,339,NOVEL,pb,2010-08-01,Orbit (US),http://ecx.images-amazon.com/images/I/51cIUUdwH0L.jpg
255,The Black Prism,Brent Weeks,9780316087544,$6.99,,NOVEL,ebook,2010-08-25,Orbit (US),http://ecx.images-amazon.com/images/I/51JSbnGAlUL.jpg
256,The Terminal State,Jeff Somers,9780316179751,$6.99,,NOVEL,ebook,2010-08-31,Orbit (US),http://ecx.images-amazon.com/images/I/518d-uoumdL.jpg
257,Blameless,Gail Carriger,9780316074155,$7.99,374,NOVEL,pb,2010-09-00,Orbit (US),http://www.isfdb.org/wiki/images/4/4e/BLMLSSTHPR2010.jpg
258,Transition,Iain M. Banks,9780316071994,$14.99,420,NOVEL,tp,2010-09-00,Orbit (US),http://www.isfdb.org/wiki/images/4/43/TRNSTNGCPK2010.jpg
259,Mr. Shivers,Robert Jackson Bennett,9780316054690,$7.99,344,NOVEL,pb,2010-09-00,Orbit (US),http://ecx.images-amazon.com/images/I/51reboSoEKL.jpg
260,Married with Zombies,Jesse Petersen,9780316102865,$7.99,259,NOVEL,pb,2010-09-01,Orbit (US),http://ecx.images-amazon.com/images/I/512GTTAkGCL.jpg
261,Blameless,Gail Carriger,9780316082563,$6.99,,NOVEL,ebook,2010-09-01,Orbit (US),http://ecx.images-amazon.com/images/I/51df3vfItXL.jpg
262,Married with Zombies,Jesse Petersen,9780316178570,$6.99,,NOVEL,ebook,2010-09-01,Orbit (US),http://ecx.images-amazon.com/images/I/51j0Xp4DidL.jpg
263,Cold Magic,Kate Elliott,9780316080859,$14.99,532,NOVEL,tp,2010-09-09,Orbit (US),http://ecx.images-amazon.com/images/I/51FVp91ETPL.jpg
264,Cold Magic,Kate Elliott,9780316121828,$6.99,,NOVEL,ebook,2010-09-09,Orbit (US),http://ecx.images-amazon.com/images/I/51sOXnWa3NL.jpg
265,Surface Detail,Iain M. Banks,9780316123402,$25.99,627,NOVEL,hc,2010-10-00,Orbit (US),http://ecx.images-amazon.com/images/I/515Zy%2BFgQcL.jpg
266,Version 43,Philip Palmer,9780316018944,$14.99,553,NOVEL,tp,2010-10-00,Orbit (US),http://www.isfdb.org/wiki/images/f/fb/VRSNJDFTFJ2010.jpg
267,The Company Man,Robert Jackson Bennett,9781841498621,,464,NOVEL,hc,2010-10-00,Orbit (US),http://ecx.images-amazon.com/images/I/51jleTknp5L.jpg
268,The Hundred Thousand Kingdoms,N. K. Jemisin,9780316043922,$7.99,425,NOVEL,pb,2010-10-01,Orbit (US),http://ecx.images-amazon.com/images/I/51KqnayJavL.jpg
269,Bitten to Death,Jennifer Rardin,9780316075541,$7.99,320,NOVEL,unknown,2010-10-01,Orbit (US),
270,The Spirit Thief,Rachel Aaron,9780316069052,$7.99,356,NOVEL,pb,2010-10-01,Orbit (US),http://ecx.images-amazon.com/images/I/510EcoVvLvL.jpg
271,The Spirit Thief,Rachel Aaron,9780316120821,$6.99,,NOVEL,ebook,2010-10-01,Orbit (US),http://ecx.images-amazon.com/images/I/51FoprtULGL.jpg
272,The Rebel Prince,Celine Kiernan,9780316077071,$14.99,421,NOVEL,tp,2010-10-18,Orbit (US),http://ecx.images-amazon.com/images/I/51RyS1YQIpL.jpg
273,The Rebel Prince,Celine Kiernan,9780316123389,$9.99,,NOVEL,ebook,2010-10-18,Orbit (US),http://ecx.images-amazon.com/images/I/51DKMWRPxyL.jpg
274,Surface Detail,Iain M. Banks,9780316180481,$9.99,,NOVEL,ebook,2010-10-28,Orbit (US),http://ecx.images-amazon.com/images/I/51QXMwdDwbL.jpg
275,Version 43,Philip Palmer,9780316181099,$9.99,,NOVEL,ebook,2010-10-28,Orbit (US),http://ecx.images-amazon.com/images/I/51zVOK9BIsL.jpg
276,Heaven's Spite,Lilith Saintcrow,9780316074179,$7.99,310,NOVEL,pb,2010-11-00,Orbit (US),http://www.isfdb.org/wiki/images/f/f9/HVNSSPTJLL2010.jpg
277,Hull Zero Three,Greg Bear,9780316072816,$19.99,307,NOVEL,hc,2010-11-00,Orbit (US),http://ecx.images-amazon.com/images/I/51ekSWpWZhL.jpg
278,The Spirit Rebellion,Rachel Aaron,9780316069113,$7.99,441,NOVEL,pb,2010-11-01,Orbit (US),http://ecx.images-amazon.com/images/I/51gxHRQ9QLL.jpg
279,Heaven's Spite,Lilith Saintcrow,9780316122283,$4.99,,NOVEL,ebook,2010-11-01,Orbit (US),http://ecx.images-amazon.com/images/I/510Vv-p2MfL.jpg
280,The Spirit Rebellion,Rachel Aaron,9780316120791,$6.99,,NOVEL,ebook,2010-11-01,Orbit (US),http://ecx.images-amazon.com/images/I/51GKawuFHTL.jpg
281,The Broken Kingdoms,N. K. Jemisin,9780316043960,$13.99,411,NOVEL,tp,2010-11-03,Orbit (US),http://ecx.images-amazon.com/images/I/510ekKpjEKL.jpg
282,The Broken Kingdoms,N. K. Jemisin,9780316075985,$6.99,,NOVEL,ebook,2010-11-03,Orbit (US),http://ecx.images-amazon.com/images/I/51lKTC1ABJL.jpg
283,Bitten in Two,Jennifer Rardin,9780316043786,$13.99,326,NOVEL,tp,2010-11-08,Orbit (US),http://www.isfdb.org/wiki/images/0/05/BTTNNTWGSQ2010.jpg
284,Bitten in Two,Jennifer Rardin,9780316121736,$9.99,,NOVEL,ebook,2010-11-08,Orbit (US),http://ecx.images-amazon.com/images/I/51xlPZnqYKL.jpg
285,Hull Zero Three,Greg Bear,9780316123020,$9.99,,NOVEL,ebook,2010-11-22,Orbit (US),http://ecx.images-amazon.com/images/I/51whEwQMn3L.jpg
286,The Bone Palace: The Necromancer Chronicles Book Two,Amanda Downum,9780316069007,$7.99,469,NOVEL,pb,2010-12-00,Orbit (US),http://www.isfdb.org/wiki/images/9/91/THBNPLCTHN2010.jpg
287,Law of the Broken Earth,Rachel Neumeier,9780316079938,$7.99,451,NOVEL,pb,2010-12-00,Orbit (US),http://ecx.images-amazon.com/images/I/51xEVwNtg-L.jpg
288,The Spirit Eater,Rachel Aaron,9780316069083,$7.99,435,NOVEL,pb,2010-12-01,Orbit (US),http://ecx.images-amazon.com/images/I/51nHLBFkSZL.jpg
289,The Bone Palace,Amanda Downum,9780316084000,$6.99,,NOVEL,ebook,2010-12-01,Orbit (US),http://ecx.images-amazon.com/images/I/51BEhE6RMwL.jpg
290,Law of the Broken Earth,Rachel Neumeier,9780316122733,$6.99,,NOVEL,ebook,2010-12-01,Orbit (US),http://ecx.images-amazon.com/images/I/51FyTieDQuL.jpg
291,The Spirit Eater,Rachel Aaron,9780316132688,$6.99,,NOVEL,ebook,2010-12-01,Orbit (US),http://ecx.images-amazon.com/images/I/51z9v9NQJ-L.jpg
292,The Castings Trilogy,Pamela Freeman,9780316102858,$15.99,1271,OMNIBUS,tp,2010-12-02,Orbit (US),http://ecx.images-amazon.com/images/I/51ZhMnFifWL.jpg
293,The Castings Trilogy,Pamela Freeman,9780316182447,$9.99,,OMNIBUS,ebook,2010-12-02,Orbit (US),http://ecx.images-amazon.com/images/I/51ffeKjFxyL.jpg
294,Flip this Zombie,Jesse Petersen,9780316102957,$7.99,247,NOVEL,pb,2011-01-01,Orbit (US),http://ecx.images-amazon.com/images/I/411lz5P4j0L.jpg
295,Managing Death,Trent Jamieson,9780316077989,$7.99,327,NOVEL,pb,2011-01-01,Orbit (US),http://ecx.images-amazon.com/images/I/51QIXbIUctL.jpg
296,Tempest's Legacy,Nicole Peeler,9780316056601,$7.99,341,NOVEL,pb,2011-01-01,Orbit (US),http://ecx.images-amazon.com/images/I/514khZuJkmL.jpg
297,Flip this Zombie,Jesse Petersen,9780316179874,$6.99,,NOVEL,ebook,2011-01-01,Orbit (US),http://ecx.images-amazon.com/images/I/41USw96bJ7L.jpg
298,Tempest's Legacy,Nicole Peeler,9780316076029,$6.99,,NOVEL,ebook,2011-01-01,Orbit (US),http://ecx.images-amazon.com/images/I/51aqvisAk1L.jpg
299,Managing Death,Trent Jamieson,9780316126298,$6.99,,NOVEL,ebook,2011-01-01,Orbit (US),http://ecx.images-amazon.com/images/I/510YxbVHrCL.jpg
300,The Hammer,K. J. Parker,9780316038560,$14.99,404,NOVEL,tp,2011-01-05,Orbit (US),http://ecx.images-amazon.com/images/I/51SE2tXwDAL.jpg
301,The Hammer,K. J. Parker,9780316122108,$9.99,,NOVEL,ebook,2011-01-05,Orbit (US),http://ecx.images-amazon.com/images/I/51QOzhB5dJL.jpg
302,The Fallen Blade,Jon Courtenay Grimwood,9780316074391,$14.99,417,NOVEL,tp,2011-01-27,Orbit (US),http://ecx.images-amazon.com/images/I/51LM2JDypIL.jpg
303,The Fallen Blade,Jon Courtenay Grimwood,9780316123396,$9.99,,NOVEL,ebook,2011-01-27,Orbit (US),http://ecx.images-amazon.com/images/I/51W7fFwHm7L.jpg
304,The Sworn,Gail Z. Martin,9780316093576,$7.99,548,NOVEL,pb,2011-02-01,Orbit (US),http://ecx.images-amazon.com/images/I/51woPLaFiML.jpg
305,The Midnight Mayor,Kate Griffin,9780316079907,$7.99,553,NOVEL,pb,2011-02-01,Orbit (US),http://ecx.images-amazon.com/images/I/515J0ldGsmL.jpg
306,The Sworn,Gail Z. Martin,9780316120838,$6.99,,NOVEL,ebook,2011-02-01,Orbit (US),http://ecx.images-amazon.com/images/I/51j7aN4oBPL.jpg
307,Deep State,Walter Jon Williams,9780316098045,$13.99,402,NOVEL,tp,2011-02-07,Orbit (US),http://www.isfdb.org/wiki/images/f/f1/DPSTTXKHGJ2011.jpg
308,The Heroes,Joe Abercrombie,9780316044981,$24.99,xi+541,NOVEL,hc,2011-02-07,Orbit (US),http://www.isfdb.org/wiki/images/a/a7/THHRSPWFQV2011.jpg
